,ID,name,UniProt,Gene Name
15990,FBpp0291610,CG33668-PB,Q2MGP5,CG33668
15991,FBpp0291611,CG33669-PC,Q2MGP6,CG33669
15992,FBpp0087649,Phax-PA,A1Z7P3,Phax
15993,FBpp0100001,Phax-PB,Q6NL95,Phax
15994,FBpp0086997,Mvk-PA,Q7K2V9,Mvk
15995,FBpp0305315,Mvk-PB,Q7K2V9,Mvk
15996,FBpp0086996,CG33672-PA,A1Z933,CG33672
15997,FBpp0300171,CG33673-PB,Q4ABI5,CG33673
15998,FBpp0099860,CG14246-PA,Q9VBC1,CG14246
15999,FBpp0308346,CG14246-PB,Q9VBC1,CG14246
16000,FBpp0310672,CG14246-PC,Q9VBC1,CG14246
16001,FBpp0100004,CG14245-PA,Q9VBC2,CG14245
16002,FBpp0308347,CG14245-PB,Q9VBC2,CG14245
16003,FBpp0091000,LSm-4-PB,Q76NP9,LSm
16004,FBpp0304033,LSm-4-PC,Q76NP9,LSm
16005,FBpp0099642,CG17768-PA,Q9VKW8,CG17768
16006,FBpp0293054,CG17768-PB,Q9VKW8,CG17768
16007,FBpp0070887,CG15892-PA,Q9W412,CG15892
16008,FBpp0099724,CG15891-PA,Q9W411,CG15891
16009,FBpp0312222,CG15891-PD,Q9W411,CG15891
16010,FBpp0071036,CHES-1-like-PA,Q9W3Q5,CHES
16011,FBpp0111859,CHES-1-like-PB,Q9W3Q5,CHES
16012,FBpp0305405,CHES-1-like-PD,Q9W3Q5,CHES
16013,FBpp0301970,CHES-1-like-PC,M9PDZ5,CHES
16014,FBpp0075691,tral-PA,Q9VTZ0,tral
16015,FBpp0304881,tral-PB,Q9VTZ0,tral
16016,FBpp0304882,tral-PC,M9PF14,tral
16017,FBpp0304883,tral-PD,M9PFF9,tral
16018,FBpp0304884,tral-PE,M9PFB2,tral
16019,FBpp0304885,tral-PF,M9PI44,tral
16020,FBpp0304886,tral-PG,M9PCB7,tral
16021,FBpp0304887,tral-PH,M9PF20,tral
16022,FBpp0304888,tral-PI,M9PFG3,tral
16023,FBpp0082670,srp-PB,,srp
16024,FBpp0082669,srp-PA,P52172,srp
16025,FBpp0100052,srp-PD,E2QCY6,srp
16026,FBpp0297354,srp-PE,B4K6J1,srp
16027,FBpp0307406,srp-PF,E2QCY6,srp
16028,FBpp0307407,srp-PG,B4KHL1,srp
16029,FBpp0428227,srp-PH,,srp
16030,FBpp0091002,Jhbp10-PA,Q4ABK2,Jhbp10
16031,FBpp0080297,lace-PA,Q9V3F2,lace
16032,FBpp0310302,lace-PB,Q9V3F2,lace
16033,FBpp0081550,Son-PA,Q9VHB0,Son
16034,FBpp0306717,Son-PB,Q9VHB0,Son
16035,FBpp0084333,E(spl)m6-BFM-PA,O97179,E(spl)m6
16036,FBpp0081194,lab-PA,,lab
16037,FBpp0300396,lab-PB,B4K629,lab
16038,FBpp0083964,Myo95E-PD,Q8T6L7,Myo95E
16039,FBpp0099956,Myo95E-PE,Q4AB27,Myo95E
16040,FBpp0099957,Myo95E-PF,Q4AB24,Myo95E
16041,FBpp0099958,Myo95E-PG,Q4AB24,Myo95E
16042,FBpp0083963,Myo95E-PB,Q8T6L6,Myo95E
16043,FBpp0302593,Myo95E-PJ,Q8T6L6,Myo95E
16044,FBpp0099926,Nos-PF,,Nos
16045,FBpp0079777,Nos-PA,Q27571,Nos
16046,FBpp0310415,Nos-PK,,Nos
16047,FBpp0085939,CG18538-PA,A1ZB56,CG18538
16048,FBpp0298013,CG18539-PB,A1ZB57,CG18539
16049,FBpp0309293,CG18539-PC,B4LFZ1,CG18539
16050,FBpp0088349,CG33483-PA,Q7KRT9,CG33483
16051,FBpp0292484,CG33483-PB,B4JDE6,CG33483
16052,FBpp0099725,fabp-PA,Q8INK2,fabp
16053,FBpp0099726,fabp-PB,Q9VGM2,fabp
16054,FBpp0099728,fabp-PC,Q8INK3,fabp
16055,FBpp0099888,sea-PA,Q7KSQ0,sea
16056,FBpp0099889,sea-PC,Q7KSQ0,sea
16057,FBpp0099890,sea-PD,Q7KSQ0,sea
16058,FBpp0099892,sea-PE,Q7KSQ0,sea
16059,FBpp0080981,CheB38c-PA,Q9VIJ1,CheB38c
16060,FBpp0083176,CG31221-PA,Q7JRL9,CG31221
16061,FBpp0083177,CG31221-PB,Q7JRL9,CG31221
16062,FBpp0303063,CG31221-PC,B4KGY8,CG31221
16063,FBpp0111928,CG15387-PB,A8DYT6,CG15387
16064,FBpp0088708,gukh-PB,Q9VE16,gukh
16065,FBpp0088709,gukh-PA,Q9VE13,gukh
16066,FBpp0099723,gukh-PC,Q4AB30,gukh
16067,FBpp0310440,gukh-PE,A8JR42,gukh
16068,FBpp0290184,CG31016-PB,Q9VA52,CG31016
16069,FBpp0307420,CG31016-PC,Q9VA52,CG31016
16070,FBpp0311814,CG33687-PB,Q4ABJ3,CG33687
16071,FBpp0091005,CG33688-PA,Q4ABJ2,CG33688
16072,FBpp0312384,CG33689-PB,Q4ABJ1,CG33689
16073,FBpp0428225,dls-PB,,dls
16074,FBpp0076875,shep-PA,,shep
16075,FBpp0076876,shep-PD,,shep
16076,FBpp0076877,shep-PB,,shep
16077,FBpp0305482,shep-PG,,shep
16078,FBpp0305483,shep-PH,,shep
16079,FBpp0305484,shep-PI,,shep
16080,FBpp0290814,shep-PE,,shep
16081,FBpp0301014,shep-PF,Q8MSV2,shep
16082,FBpp0308975,CG13344-PC,A1Z9I6,CG13344
16083,FBpp0086712,CG13344-PA,A1Z9I6,CG13344
16084,FBpp0079795,cana-PA,Q9VKH9,cana
16085,FBpp0310467,cana-PB,X2J5P0,cana
16086,FBpp0310468,cana-PC,X2J5P0,cana
16087,FBpp0079799,CG33695-PF,Q8IPA5,CG33695
16088,FBpp0079797,CG33695-PC,Q8IPA7,CG33695
16089,FBpp0079800,CG33695-PD,Q8IPA6,CG33695
16090,FBpp0079798,CG33695-PE,Q8IPA8,CG33695
16091,FBpp0076119,CNMaR-PA,Q9VT27,CNMaR
16092,FBpp0086868,Dh31-R-PA,A1Z9B7,Dh31
16093,FBpp0303579,Dh31-R-PB,B4KEN5,Dh31
16094,FBpp0303580,Dh31-R-PC,B4KF12,Dh31
16095,FBpp0290395,nompB-PC,Q9V9R6,nompB
16096,FBpp0309502,nompB-PD,Q7KRS6,nompB
16097,FBpp0074895,CheA75a-PA,Q9VVP3,CheA75a
16098,FBpp0073339,dlg1-PC,,dlg1
16099,FBpp0089352,dlg1-PG,M9NGZ2,dlg1
16100,FBpp0089353,dlg1-PH,,dlg1
16101,FBpp0089351,dlg1-PB,P31007,dlg1
16102,FBpp0089349,dlg1-PJ,,dlg1
16103,FBpp0089350,dlg1-PE,E1JJH6,dlg1
16104,FBpp0073341,dlg1-PD,E1JJH6,dlg1
16105,FBpp0073342,dlg1-PA,,dlg1
16106,FBpp0073340,dlg1-PF,,dlg1
16107,FBpp0089348,dlg1-PI,,dlg1
16108,FBpp0111724,dlg1-PK,,dlg1
16109,FBpp0111725,dlg1-PL,,dlg1
16110,FBpp0290503,dlg1-PM,E1JJH5,dlg1
16111,FBpp0290504,dlg1-PN,E1JJH6,dlg1
16112,FBpp0303416,dlg1-PR,M9PHK8,dlg1
16113,FBpp0291324,dlg1-PO,C1C536,dlg1
16114,FBpp0300431,dlg1-PP,E8NH13,dlg1
16115,FBpp0300432,dlg1-PQ,M9NGZ2,dlg1
16116,FBpp0305459,dlg1-PS,E1JJH6,dlg1
16117,FBpp0305460,dlg1-PT,M9PJI4,dlg1
16118,FBpp0305461,dlg1-PU,M9PEB3,dlg1
16119,FBpp0290291,CG33700-PC,Q4ABI6,CG33700
16120,FBpp0091013,CG33702-PA,Q4ABI7,CG33702
16121,FBpp0091014,CG33703-PA,Q4ABI8,CG33703
16122,FBpp0091015,CG33704-PA,Q4ABK3,CG33704
16123,FBpp0072018,CG10332-PA,Q9W1M5,CG10332
16124,FBpp0100134,IM18-PA,P82701,IM18
16125,FBpp0309931,IM18-PB,P82701,IM18
16126,FBpp0289406,alpha4GT2-PB,Q9VBL5,alpha4GT2
16127,FBpp0091016,CG33710-PA,Q4ABJ9,CG33710
16128,FBpp0076922,anox-PA,Q9VRG6,anox
16129,FBpp0076924,anox-PB,Q9VRG6,anox
16130,FBpp0076925,SLIRP1-PA,Q0KHQ1,SLIRP1
16131,FBpp0076923,SLIRP1-PB,Q0KHQ1,SLIRP1
16132,FBpp0099636,PGRP-LD-PB,Q9GN97,PGRP
16133,FBpp0099635,PGRP-LD-PA,Q9GN97,PGRP
16134,FBpp0099637,PGRP-LD-PC,Q9GN97,PGRP
16135,FBpp0113069,PGRP-LD-PD,B7Z0C3,PGRP
16136,FBpp0289217,Pmi-PC,G4LTX1,Pmi
16137,FBpp0289218,Pmi-PD,Q8IQ56,Pmi
16138,FBpp0312522,Pmi-PE,G4LTX1,Pmi
16139,FBpp0401566,Pmi-PF,G4LTX1,Pmi
16140,FBpp0099707,Pif1B-PA,Q9VHL6,Pif1B
16141,FBpp0099708,Pif1B-PB,Q9VHL6,Pif1B
16142,FBpp0304779,Pif1B-PC,Q9VHL6,Pif1B
16143,FBpp0304780,Pif1B-PD,Q9VHL6,Pif1B
16144,FBpp0390640,Pif1B-PE,Q9VHL6,Pif1B
16145,FBpp0099996,CG18749-PB,Q8MSK0,CG18749
16146,FBpp0311483,CG18749-PC,Q8MSK0,CG18749
16147,FBpp0081295,CG33722-PC,Q6NL44,CG33722
16148,FBpp0081297,CG33722-PB,Q6NL44,CG33722
16149,FBpp0308677,CG33722-PD,Q6NL44,CG33722
16150,FBpp0311482,CG33722-PE,Q6NL44,CG33722
16151,FBpp0099974,Pp2A-29B-PA,P36179,Pp2A
16152,FBpp0099975,Pp2A-29B-PB,P36179,Pp2A
16153,FBpp0293227,Pp2A-29B-PC,P36179,Pp2A
16154,FBpp0308836,Pp2A-29B-PE,H5V8B8,Pp2A
16155,FBpp0297239,Pp2A-29B-PD,M9NDI6,Pp2A
16156,FBpp0091019,CG33723-PA,Q4ABG8,CG33723
16157,FBpp0091021,CG33725-PA,Q4ABI9,CG33725
16158,FBpp0312236,CG33725-PC,X2JB11,CG33725
16159,FBpp0099913,fax-PD,Q59E29,fax
16160,FBpp0099912,fax-PC,Q59E30,fax
16161,FBpp0075170,fax-PA,Q95RI5,fax
16162,FBpp0075171,fax-PB,Q86BI4,fax
16163,FBpp0303602,fax-PE,M9PFH6,fax
16164,FBpp0303603,fax-PF,M9PFW1,fax
16165,FBpp0100064,primo-2-PC,P82891,primo
16166,FBpp0082309,Argp-PA,Q8ING6,Argp
16167,FBpp0099893,primo-1-PA,P82890,primo
16168,FBpp0099895,primo-1-PB,P82890,primo
16169,FBpp0309936,CG13561-PB,Q9W1J6,CG13561
16170,FBpp0081305,CG9667-PA,Q9VHV6,CG9667
16171,FBpp0308781,CG9667-PB,B4LGT9,CG9667
16172,FBpp0075003,Mip-PA,Q9VVF7,Mip
16173,FBpp0078649,His3.3A-PA,P84249,His3.3A
16174,FBpp0305716,His3.3A-PC,P84249,His3.3A
16175,FBpp0305717,His3.3A-PD,P84249,His3.3A
16176,FBpp0100145,CG32269-PA,Q8SYS8,CG32269
16177,FBpp0305093,CG32269-PB,Q8SYS8,CG32269
16178,FBpp0099838,CG32270-PA,Q8IRE0,CG32270
16179,FBpp0099932,CG13430-PA,Q7K1E3,CG13430
16180,FBpp0099934,CG13430-PB,Q7K1E3,CG13430
16181,FBpp0100144,BORCS7-PA,A1ZBV5,BORCS7
16182,FBpp0091022,CG33752-PA,A1Z922,CG33752
16183,FBpp0302635,CG33137-PB,A1Z993,CG33137
16184,FBpp0083489,CheB93b-PA,Q8IN27,CheB93b
16185,FBpp0088946,tra2-PG,P19018,tra2
16186,FBpp0088564,tra2-PC,,tra2
16187,FBpp0088562,tra2-PA,P19018,tra2
16188,FBpp0088561,tra2-PE,,tra2
16189,FBpp0088560,tra2-PD,,tra2
16190,FBpp0088563,tra2-PB,,tra2
16191,FBpp0088947,tra2-PF,P19018,tra2
16192,FBpp0088996,AstC-R2-PB,Q8IQS9,AstC
16193,FBpp0312429,AstC-R2-PF,S0WMT8,AstC
16194,FBpp0303121,AstC-R2-PD,M9PFL7,AstC
16195,FBpp0305089,AstC-R2-PE,Q8IQS9,AstC
16196,FBpp0099614,Gr64d-PA,,Gr64d
16197,FBpp0310846,Gr64d-PC,,Gr64d
16198,FBpp0099915,Gr64e-PA,P83296,Gr64e
16199,FBpp0099916,Gr64e-PB,Q7KV53,Gr64e
16200,FBpp0083497,SIFaR-PA,Q8IN35,SIFaR
16201,FBpp0291029,SIFaR-PC,Q8IN35,SIFaR
16202,FBpp0070916,Fum2-PA,Q9W3X5,Fum2
16203,FBpp0070918,Pink1-PB,Q0KHV6,Pink1
16204,FBpp0070917,Pink1-PA,Q0KHV6,Pink1
16205,FBpp0099830,Pink1-PC,Q0KHV6,Pink1
16206,FBpp0099831,Pink1-PD,Q0KHV6,Pink1
16207,FBpp0099832,Pink1-PE,Q0KHV6,Pink1
16208,FBpp0099833,Pink1-PF,Q0KHV6,Pink1
16209,FBpp0099835,Pink1-PG,Q0KHV6,Pink1
16210,FBpp0099837,Pink1-PH,Q0KHV6,Pink1
16211,FBpp0311462,Pink1-PI,Q0KHV6,Pink1
16212,FBpp0070950,ND-ASHI-PA,Q9W3X7,ND
16213,FBpp0099823,ND-ASHI-PB,Q9W3X7,ND
16214,FBpp0309988,ND-ASHI-PC,Q9W3X7,ND
16215,FBpp0080811,spi-PE,Q01083,spi
16216,FBpp0080810,spi-PB,Q01083,spi
16217,FBpp0080809,spi-PA,Q01083,spi
16218,FBpp0100054,spi-PG,Q01083,spi
16219,FBpp0080808,spi-PF,Q01083,spi
16220,FBpp0075306,gdl-ORF39-PA,Q9U5V6,gdl
16221,FBpp0075305,gdl-PA,P22468,gdl
16222,FBpp0312134,gdl-PC,P22468,gdl
16223,FBpp0306207,gdl-PB,P22468,gdl
16224,FBpp0091023,CG33757-PA,A1Z7U8,CG33757
16225,FBpp0091024,CG33758-PA,A1Z7U7,CG33758
16226,FBpp0091027,CG33764-PA,Q2MGL5,CG33764
16227,FBpp0091028,CG33766-PA,Q4ABI0,CG33766
16228,FBpp0091029,CG33767-PA,Q4ABH9,CG33767
16229,FBpp0423071,CG33768-PB,,CG33768
16230,FBpp0091031,CG33769-PA,Q4ABH7,CG33769
16231,FBpp0288564,CG33770-PB,Q4ABH6,CG33770
16232,FBpp0292730,CG33771-PC,Q4ABH5,CG33771
16233,FBpp0084358,Cipc-PA,Q95R29,Cipc
16234,FBpp0306053,Cipc-PB,Q95R29,Cipc
16235,FBpp0306054,Cipc-PC,B4KHX8,Cipc
16236,FBpp0091036,CG33774-PA,A1Z7U3,CG33774
16237,FBpp0290099,CG14995-PF,E1JIC6,CG14995
16238,FBpp0073129,CG14995-PD,Q8IRC2,CG14995
16239,FBpp0073127,CG14995-PA,Q9VZI4,CG14995
16240,FBpp0073128,CG14995-PC,Q8I0Q7,CG14995
16241,FBpp0291509,CG14995-PG,E1JIC5,CG14995
16242,FBpp0291510,CG14995-PH,Q95U18,CG14995
16243,FBpp0302750,CG14995-PI,F0JAM2,CG14995
16244,FBpp0086936,CG30056-PA,A1Z923,CG30056
16245,FBpp0091038,CG33777-PA,Q4ABK1,CG33777
16246,FBpp0091042,CG33783-PA,Q4AB36,CG33783
16247,FBpp0091043,CG33784-PA,Q4AB35,CG33784
16248,FBpp0085563,Polr3K-PA,A1ZBX4,Polr3K
16249,FBpp0085562,Tcs1-PA,Q8SYJ9,Tcs1
16250,FBpp0312615,Or98b-PB,Q9VAW0,Or98b
16251,FBpp0100158,ste24c-PA,Q7JV41,ste24c
16252,FBpp0312133,ste24c-PD,Q7JV41,ste24c
16253,FBpp0307819,ste24c-PC,Q7JV41,ste24c
16254,FBpp0310830,CG30461-PI,Q8MTA6,CG30461
16255,FBpp0310831,CG30461-PJ,Q8MTA6,CG30461
16256,FBpp0310832,CG30461-PK,B4LFL0,CG30461
16257,FBpp0099861,CG9130-PA,Q8IRH9,CG9130
16258,FBpp0099862,CG9130-PB,Q8IRH9,CG9130
16259,FBpp0100107,CG9133-PC,Q9W0I3,CG9133
16260,FBpp0100106,CG9133-PB,Q9W0I3,CG9133
16261,FBpp0100108,CG9133-PD,Q86BK2,CG9133
16262,FBpp0290280,CG3588-PE,Q9W4V1,CG3588
16263,FBpp0290281,CG3588-PF,Q8IRV3,CG3588
16264,FBpp0290282,CG3588-PG,Q8IRV2,CG3588
16265,FBpp0290283,CG3588-PH,Q8IRV2,CG3588
16266,FBpp0304699,CG3588-PI,M9PGW5,CG3588
16267,FBpp0088412,Ptx1-PA,O18400,Ptx1
16268,FBpp0088974,Ptx1-PC,Q7KRT5,Ptx1
16269,FBpp0303127,Ptx1-PE,B7Z0S4,Ptx1
16270,FBpp0099593,Kaz1-ORFB-PA,Q7KYD6,Kaz1
16271,FBpp0099597,Kaz1-ORFB-PE,Q7KYD6,Kaz1
16272,FBpp0099600,Kaz1-ORFB-PH,O97042,Kaz1
16273,FBpp0099598,Kaz1-ORFB-PF,Q7KYD6,Kaz1
16274,FBpp0099551,CG18170-PA,Q2MGL7,CG18170
16275,FBpp0099552,CG18170-PB,Q2MGL7,CG18170
16276,FBpp0072636,CG33791-PD,Q95T35,CG33791
16277,FBpp0072635,CG33791-PA,Q0E8J6,CG33791
16278,FBpp0072631,CG33791-PB,Q95T35,CG33791
16279,FBpp0072633,CG33791-PC,Q0E8J6,CG33791
16280,FBpp0290113,CG33791-PE,E1JHW5,CG33791
16281,FBpp0290114,CG33791-PF,E1JHW5,CG33791
16282,FBpp0304545,CG33792-PB,A1Z931,CG33792
16283,FBpp0099493,CG13175-PA,A1Z8U7,CG13175
16284,FBpp0312385,CG33795-PB,Q4ABJ4,CG33795
16285,FBpp0091046,CG33796-PA,Q4ABJ5,CG33796
16286,FBpp0084710,CG14518-PA,Q9VAR2,CG14518
16287,FBpp0428277,CG33463-PB,,CG33463
16288,FBpp0084467,Lerp-PB,Q8IMR1,Lerp
16289,FBpp0099603,Lerp-PA,Q8IMR0,Lerp
16290,FBpp0290161,Lerp-PD,B7Z0Q8,Lerp
16291,FBpp0306425,Lerp-PE,B4KH68,Lerp
16292,FBpp0079391,CG9515-PA,Q86BM0,CG9515
16293,FBpp0309229,CG9515-PB,Q86BM0,CG9515
16294,FBpp0099918,Argl-PB,Q9VLG9,Argl
16295,FBpp0289058,Argl-PC,Q9VLG9,Argl
16296,FBpp0309230,Argl-PD,Q9VLG9,Argl
16297,FBpp0087137,ths-PA,Q6Q7I9,ths
16298,FBpp0293164,ths-PB,B4K7X1,ths
16299,FBpp0081733,hth-PA,,hth
16300,FBpp0081732,hth-PC,O46339,hth
16301,FBpp0099878,hth-PE,J7HAH8,hth
16302,FBpp0099879,hth-PF,,hth
16303,FBpp0310558,hth-PI,,hth
16304,FBpp0099544,Adhr-PA,P91615,Adhr
16305,FBpp0099545,Adhr-PB,P91615,Adhr
16306,FBpp0310282,Adhr-PC,P91615,Adhr
16307,FBpp0112956,CG33096-PC,Q9VBX8,CG33096
16308,FBpp0291185,CG33096-PD,Q9VBX8,CG33096
16309,FBpp0291186,CG33096-PE,Q9VBX8,CG33096
16310,FBpp0310942,CG33096-PF,Q9VBX8,CG33096
16311,FBpp0310943,CG33096-PG,Q9VBX8,CG33096
16312,FBpp0423183,CG33096-PH,,CG33096
16313,FBpp0085997,CG14492-PA,A1ZB12,CG14492
16314,FBpp0091050,His1:CG33801-PA,Q4ABE3,His1:CG33801
16315,FBpp0091051,His3:CG33803-PA,P02299,His3:CG33803
16316,FBpp0085248,His1:CG31617-PA,P02255,His1:CG31617
16317,FBpp0085249,His2A:CG31618-PA,P84051,His2A:CG31618
16318,FBpp0085250,His3:CG31613-PA,P02299,His3:CG31613
16319,FBpp0091052,His1:CG33804-PA,P02255,His1:CG33804
16320,FBpp0091053,His3:CG33806-PA,P02299,His3:CG33806
16321,FBpp0091054,His1:CG33807-PA,Q4ABD8,His1:CG33807
16322,FBpp0091055,His2A:CG33808-PA,P84051,His2A:CG33808
16323,FBpp0091056,His3:CG33809-PA,P02299,His3:CG33809
16324,FBpp0091057,His1:CG33810-PA,P02255,His1:CG33810
16325,FBpp0091058,His3:CG33812-PA,P02299,His3:CG33812
16326,FBpp0091059,His1:CG33813-PA,P02255,His1:CG33813
16327,FBpp0091060,His2A:CG33814-PA,P84051,His2A:CG33814
16328,FBpp0091061,His3:CG33815-PA,P02299,His3:CG33815
16329,FBpp0091062,His1:CG33816-PA,P02255,His1:CG33816
16330,FBpp0091063,His2A:CG33817-PA,P84051,His2A:CG33817
16331,FBpp0091064,His3:CG33818-PA,P02299,His3:CG33818
16332,FBpp0091065,His1:CG33819-PA,P02255,His1:CG33819
16333,FBpp0091066,His2A:CG33820-PA,P84051,His2A:CG33820
16334,FBpp0091067,His3:CG33821-PA,P02299,His3:CG33821
16335,FBpp0091068,His1:CG33822-PA,P02255,His1:CG33822
16336,FBpp0091069,His2A:CG33823-PA,P84051,His2A:CG33823
16337,FBpp0091070,His3:CG33824-PA,P02299,His3:CG33824
16338,FBpp0091071,His1:CG33825-PA,P02255,His1:CG33825
16339,FBpp0091072,His2A:CG33826-PA,P84051,His2A:CG33826
16340,FBpp0091073,His3:CG33827-PA,P02299,His3:CG33827
16341,FBpp0091074,His1:CG33828-PA,P02255,His1:CG33828
16342,FBpp0091075,His2A:CG33829-PA,P84051,His2A:CG33829
16343,FBpp0091076,His3:CG33830-PA,P02299,His3:CG33830
16344,FBpp0091077,His1:CG33831-PA,P02255,His1:CG33831
16345,FBpp0091078,His2A:CG33832-PA,P84051,His2A:CG33832
16346,FBpp0091079,His3:CG33833-PA,P02299,His3:CG33833
16347,FBpp0091080,His1:CG33834-PA,Q4AB94,His1:CG33834
16348,FBpp0091081,His2A:CG33835-PA,P84051,His2A:CG33835
16349,FBpp0091082,His3:CG33836-PA,P02299,His3:CG33836
16350,FBpp0091083,His1:CG33837-PA,P02255,His1:CG33837
16351,FBpp0091084,His2A:CG33838-PA,P84051,His2A:CG33838
16352,FBpp0091085,His3:CG33839-PA,P02299,His3:CG33839
16353,FBpp0091086,His1:CG33840-PA,P02255,His1:CG33840
16354,FBpp0091087,His2A:CG33841-PA,P84051,His2A:CG33841
16355,FBpp0091088,His3:CG33842-PA,P02299,His3:CG33842
16356,FBpp0091089,His1:CG33843-PA,P02255,His1:CG33843
16357,FBpp0091090,His2A:CG33844-PA,P84051,His2A:CG33844
16358,FBpp0091091,His3:CG33845-PA,P02299,His3:CG33845
16359,FBpp0091092,His1:CG33846-PA,P02255,His1:CG33846
16360,FBpp0091093,His2A:CG33847-PA,P84051,His2A:CG33847
16361,FBpp0091094,His3:CG33848-PA,P02299,His3:CG33848
16362,FBpp0091095,His1:CG33849-PA,P02255,His1:CG33849
16363,FBpp0091096,His2A:CG33850-PA,P84051,His2A:CG33850
16364,FBpp0091097,His3:CG33851-PA,P02299,His3:CG33851
16365,FBpp0091098,His1:CG33852-PA,P02255,His1:CG33852
16366,FBpp0091099,His2A:CG33853-PA,Q4AB57,His2A:CG33853
16367,FBpp0091100,His3:CG33854-PA,P02299,His3:CG33854
16368,FBpp0091101,His1:CG33855-PA,Q4AB54,His1:CG33855
16369,FBpp0091102,His2A:CG33856-PA,Q4AB57,His2A:CG33856
16370,FBpp0091103,His3:CG33857-PA,P02299,His3:CG33857
16371,FBpp0091104,His1:CG33858-PA,Q4AB54,His1:CG33858
16372,FBpp0091105,His2A:CG33859-PA,Q4AB57,His2A:CG33859
16373,FBpp0091106,His3:CG33860-PA,P02299,His3:CG33860
16374,FBpp0091107,His1:CG33861-PA,Q4AB54,His1:CG33861
16375,FBpp0091108,His2A:CG33862-PA,P84051,His2A:CG33862
16376,FBpp0091109,His3:CG33863-PA,P02299,His3:CG33863
16377,FBpp0091110,His1:CG33864-PA,P02255,His1:CG33864
16378,FBpp0091111,His2A:CG33865-PA,P84051,His2A:CG33865
16379,FBpp0091112,His3:CG33866-PA,P02299,His3:CG33866
16380,FBpp0091113,His2B:CG33868-PA,P02283,His2B:CG33868
16381,FBpp0091114,His4:CG33869-PA,,His4:CG33869
16382,FBpp0091115,His2B:CG33870-PA,P02283,His2B:CG33870
16383,FBpp0091116,His4:CG33871-PA,P84040,His4:CG33871
16384,FBpp0091117,His2B:CG33872-PA,P02283,His2B:CG33872
16385,FBpp0091118,His4:CG33873-PA,P84040,His4:CG33873
16386,FBpp0091119,His2B:CG33874-PA,P02283,His2B:CG33874
16387,FBpp0091120,His4:CG33875-PA,P84040,His4:CG33875
16388,FBpp0091121,His2B:CG33876-PA,P02283,His2B:CG33876
16389,FBpp0091122,His4:CG33877-PA,,His4:CG33877
16390,FBpp0091123,His2B:CG33878-PA,P02283,His2B:CG33878
16391,FBpp0091124,His4:CG33879-PA,,His4:CG33879
16392,FBpp0091125,His2B:CG33880-PA,P02283,His2B:CG33880
16393,FBpp0091126,His4:CG33881-PA,,His4:CG33881
16394,FBpp0091127,His2B:CG33882-PA,P02283,His2B:CG33882
16395,FBpp0091128,His4:CG33883-PA,P84040,His4:CG33883
16396,FBpp0091129,His2B:CG33884-PA,P02283,His2B:CG33884
16397,FBpp0091130,His4:CG33885-PA,P84040,His4:CG33885
16398,FBpp0091131,His2B:CG33886-PA,P02283,His2B:CG33886
16399,FBpp0091132,His4:CG33887-PA,P84040,His4:CG33887
16400,FBpp0091133,His2B:CG33888-PA,P02283,His2B:CG33888
16401,FBpp0091134,His4:CG33889-PA,P84040,His4:CG33889
16402,FBpp0091135,His2B:CG33890-PA,P02283,His2B:CG33890
16403,FBpp0091136,His4:CG33891-PA,P84040,His4:CG33891
16404,FBpp0091137,His2B:CG33892-PA,P02283,His2B:CG33892
16405,FBpp0091138,His4:CG33893-PA,P84040,His4:CG33893
16406,FBpp0091139,His2B:CG33894-PA,P02283,His2B:CG33894
16407,FBpp0091140,His4:CG33895-PA,P84040,His4:CG33895
16408,FBpp0091141,His2B:CG33896-PA,P02283,His2B:CG33896
16409,FBpp0091142,His4:CG33897-PA,P84040,His4:CG33897
16410,FBpp0091143,His2B:CG33898-PA,P02283,His2B:CG33898
16411,FBpp0091144,His4:CG33899-PA,P84040,His4:CG33899
16412,FBpp0091145,His2B:CG33900-PA,P02283,His2B:CG33900
16413,FBpp0091146,His4:CG33901-PA,P84040,His4:CG33901
16414,FBpp0091147,His2B:CG33902-PA,P02283,His2B:CG33902
16415,FBpp0091148,His4:CG33903-PA,P84040,His4:CG33903
16416,FBpp0091149,His2B:CG33904-PA,P02283,His2B:CG33904
16417,FBpp0091150,His4:CG33905-PA,P84040,His4:CG33905
16418,FBpp0091151,His2B:CG33906-PA,P02283,His2B:CG33906
16419,FBpp0091152,His4:CG33907-PA,P84040,His4:CG33907
16420,FBpp0091153,His2B:CG33908-PA,P02283,His2B:CG33908
16421,FBpp0085280,His4:CG31611-PA,P84040,His4:CG31611
16422,FBpp0085281,His2B:CG17949-PA,P02283,His2B:CG17949
16423,FBpp0091154,His4:CG33909-PA,P84040,His4:CG33909
16424,FBpp0091155,His2B:CG33910-PA,P02283,His2B:CG33910
16425,FBpp0099939,seq-PA,A1Z995,seq
16426,FBpp0310607,seq-PB,B4LFA2,seq
16427,FBpp0091157,CG33912-PA,Q4ABI1,CG33912
16428,FBpp0298044,CG33914-PB,A1Z6U0,CG33914
16429,FBpp0298045,CG33914-PC,A1Z6U0,CG33914
16430,FBpp0074968,CycT-PB,O96433,CycT
16431,FBpp0089275,CycT-PA,M9PI89,CycT
16432,FBpp0305335,CycT-PC,O96433,CycT
16433,FBpp0305336,CycT-PD,M9PI89,CycT
16434,FBpp0083164,CG11779-PB,Q9VDZ8,CG11779
16435,FBpp0083163,CG11779-PA,Q9VDZ7,CG11779
